Time,Event context,Component,Event name,Description
"8/02/21, 15:03",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8408' has viewed the submission status page for the assignment with course module id '4717'.
"8/02/21, 15:03",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8408' viewed the 'assign' activity with course module id '4717'.
"8/02/21, 15:02",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"8/02/21, 14:48",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8430' viewed the 'resource' activity with course module id '1026'.
"8/02/21, 14:46",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"8/02/21, 14:45",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8408' has viewed the submission status page for the assignment with course module id '4717'.
"8/02/21, 14:45",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8408' viewed the 'assign' activity with course module id '4717'.
"8/02/21, 14:45",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,A submission has been submitted.,The user with id '8408' has submitted the submission with id '22603' for the assignment with course module id '4717'.
"8/02/21, 14:45",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,Submission updated.,The user with id '8408' updated a file submission and uploaded '2' file/s in the assignment with course module id '4717'.
"8/02/21, 14:45",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,A file has been uploaded.,The user with id '8408' has uploaded a file to the submission with id '22603' in the assignment activity with course module id '4717'.
"8/02/21, 14:45",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8408' viewed the 'assign' activity with course module id '4717'.
"8/02/21, 14:43",Course: Semantic Web,System,Course viewed,The user with id '8430' viewed the course with id '130'.
"8/02/21, 14:43",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Submission form viewed.,The user with id '8408' viewed their submission for the assignment with course module id '4717'.
"8/02/21, 14:43",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8408' viewed the 'assign' activity with course module id '4717'.
"8/02/21, 14:41",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8408' has viewed the submission status page for the assignment with course module id '4717'.
"8/02/21, 14:41",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8408' viewed the 'assign' activity with course module id '4717'.
"8/02/21, 14:41",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"8/02/21, 14:30",Course: Semantic Web,System,Course viewed,The user with id '8431' viewed the course with id '130'.
"8/02/21, 14:29",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8431' viewed the 'resource' activity with course module id '1026'.
"8/02/21, 14:29",Course: Semantic Web,System,Course viewed,The user with id '8431' viewed the course with id '130'.
"8/02/21, 14:29",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8431' viewed the 'resource' activity with course module id '6519'.
"8/02/21, 14:29",Course: Semantic Web,System,Course viewed,The user with id '8431' viewed the course with id '130'.
"8/02/21, 13:43",Course: Semantic Web,System,Course viewed,The user with id '8427' viewed the course with id '130'.
"8/02/21, 12:24",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"8/02/21, 10:51",Course: Semantic Web,System,Course viewed,The user with id '8387' viewed the course with id '130'.
"8/02/21, 10:51",Assignment: ??????? ?? ???. 5,Assignment,The status of the submission has been viewed.,The user with id '8387' has viewed the submission status page for the assignment with course module id '6390'.
"8/02/21, 10:51",Assignment: ??????? ?? ???. 5,Assignment,Course module viewed,The user with id '8387' viewed the 'assign' activity with course module id '6390'.
"8/02/21, 10:50",Course: Semantic Web,System,Course viewed,The user with id '8387' viewed the course with id '130'.
"8/02/21, 10:43",Course: Semantic Web,System,Course viewed,The user with id '8439' viewed the course with id '130'.
"8/02/21, 10:24",Course: Semantic Web,System,Course viewed,The user with id '8427' viewed the course with id '130'.
"8/02/21, 10:10",Course: Semantic Web,System,Course viewed,The user with id '8388' viewed the course with id '130'.
"8/02/21, 10:06",Course: Semantic Web,System,Course viewed,The user with id '8384' viewed the course with id '130'.
"8/02/21, 09:35",Course: Semantic Web,System,Course viewed,The user with id '8423' viewed the course with id '130'.
"8/02/21, 08:20",Course: Semantic Web,System,Course viewed,The user with id '8384' viewed the course with id '130'.
"8/02/21, 02:10",Course: Semantic Web,System,Course viewed,The user with id '8416' viewed the course with id '130'.
"8/02/21, 02:07",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8416' viewed the 'resource' activity with course module id '6519'.
"8/02/21, 02:07",Course: Semantic Web,System,Course viewed,The user with id '8416' viewed the course with id '130'.
"8/02/21, 02:07",Course: Semantic Web,System,Course viewed,The user with id '8416' viewed the course with id '130'.
"7/02/21, 21:02",Course: Semantic Web,System,Course viewed,The user with id '8428' viewed the course with id '130'.
"7/02/21, 20:44",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8443' viewed the 'wiki' activity with course module id '5136'.
"7/02/21, 20:43",Course: Semantic Web,System,Course viewed,The user with id '8443' viewed the course with id '130'.
"7/02/21, 20:43",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8443' viewed the 'wiki' activity with course module id '5136'.
"7/02/21, 19:57",Course: Semantic Web,System,Course viewed,The user with id '8388' viewed the course with id '130'.
"7/02/21, 19:18",Course: Semantic Web,System,Course viewed,The user with id '8449' viewed the course with id '130'.
"7/02/21, 18:04",File: ??????,File,Course module viewed,The user with id '8433' viewed the 'resource' activity with course module id '5158'.
"7/02/21, 18:04",Course: Semantic Web,System,Course viewed,The user with id '8433' viewed the course with id '130'.
"7/02/21, 17:52",Course: Semantic Web,System,Course viewed,The user with id '8396' viewed the course with id '130'.
"7/02/21, 17:52",File: Book: Semantic Web Programming,File,Course module viewed,The user with id '8396' viewed the 'resource' activity with course module id '4093'.
"7/02/21, 17:52",Course: Semantic Web,System,Course viewed,The user with id '8396' viewed the course with id '130'.
"7/02/21, 17:50",File: ????????? ? ?????,File,Course module viewed,The user with id '8396' viewed the 'resource' activity with course module id '973'.
"7/02/21, 17:48",Course: Semantic Web,System,Course viewed,The user with id '8396' viewed the course with id '130'.
"7/02/21, 17:48",Course: Semantic Web,System,Course viewed,The user with id '8396' viewed the course with id '130'.
"7/02/21, 17:47",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8396' viewed the 'wiki' activity with course module id '6512'.
"7/02/21, 17:47",Course: Semantic Web,System,Course viewed,The user with id '8396' viewed the course with id '130'.
"7/02/21, 17:47",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8396' viewed the 'wiki' activity with course module id '5135'.
"7/02/21, 17:47",Course: Semantic Web,System,Course viewed,The user with id '8396' viewed the course with id '130'.
"7/02/21, 17:47",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8396' viewed the 'resource' activity with course module id '6519'.
"7/02/21, 17:46",Course: Semantic Web,System,Course viewed,The user with id '8396' viewed the course with id '130'.
"7/02/21, 17:46",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8396' viewed the 'resource' activity with course module id '6519'.
"7/02/21, 17:46",Course: Semantic Web,System,Course viewed,The user with id '8396' viewed the course with id '130'.
"7/02/21, 17:43",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8436' viewed the 'resource' activity with course module id '6519'.
"7/02/21, 17:43",Course: Semantic Web,System,Course viewed,The user with id '8436' viewed the course with id '130'.
"7/02/21, 17:43",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8436' has viewed the submission status page for the assignment with course module id '4717'.
"7/02/21, 17:43",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8436' viewed the 'assign' activity with course module id '4717'.
"7/02/21, 17:43",Course: Semantic Web,System,Course viewed,The user with id '8436' viewed the course with id '130'.
"7/02/21, 17:19",Course: Semantic Web,System,Course viewed,The user with id '8427' viewed the course with id '130'.
"7/02/21, 17:13",Course: Semantic Web,System,Course viewed,The user with id '8375' viewed the course with id '130'.
"7/02/21, 17:02",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8443' viewed the 'wiki' activity with course module id '5136'.
"7/02/21, 16:52",File: Book: Semantic Web Programming,File,Course module viewed,The user with id '8443' viewed the 'resource' activity with course module id '4093'.
"7/02/21, 16:51",Course: Semantic Web,System,Course viewed,The user with id '8443' viewed the course with id '130'.
"7/02/21, 16:51",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8443' viewed the 'wiki' activity with course module id '6512'.
"7/02/21, 16:50",Wiki: ??????? ??????/ ??????? (30 ?.),Wiki,Course module viewed,The user with id '8443' viewed the 'wiki' activity with course module id '5136'.
"7/02/21, 16:50",Course: Semantic Web,System,Course viewed,The user with id '8443' viewed the course with id '130'.
"7/02/21, 16:45",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8443' viewed the 'wiki' activity with course module id '5135'.
"7/02/21, 16:45",Course: Semantic Web,System,Course viewed,The user with id '8443' viewed the course with id '130'.
"7/02/21, 16:45",File: ??????,File,Course module viewed,The user with id '8443' viewed the 'resource' activity with course module id '5158'.
"7/02/21, 16:45",Course: Semantic Web,System,Course viewed,The user with id '8443' viewed the course with id '130'.
"7/02/21, 16:44",File: ???????? ?? ???????? ?? ?????????? ? ????????? ?? ????? ? ?????? ??????,File,Course module viewed,The user with id '8443' viewed the 'resource' activity with course module id '1026'.
"7/02/21, 16:44",Course: Semantic Web,System,Course viewed,The user with id '8443' viewed the course with id '130'.
"7/02/21, 16:08",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8373' viewed the 'resource' activity with course module id '6519'.
"7/02/21, 16:07",Course: Semantic Web,System,Course viewed,The user with id '8373' viewed the course with id '130'.
"7/02/21, 15:56",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"7/02/21, 15:56",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8408' has viewed the submission status page for the assignment with course module id '4717'.
"7/02/21, 15:56",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8408' viewed the 'assign' activity with course module id '4717'.
"7/02/21, 15:56",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"7/02/21, 15:56",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8408' viewed the 'wiki' activity with course module id '6512'.
"7/02/21, 15:56",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"7/02/21, 15:56",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
"7/02/21, 15:55",File: ?????? ????????? ??? 26.01.2021,File,Course module viewed,The user with id '8408' viewed the 'resource' activity with course module id '6519'.
"7/02/21, 15:55",Course: Semantic Web,System,Course viewed,The user with id '8408' viewed the course with id '130'.
